"","IsWinner","track_id","artist_id","track_name","year","artist_name","genres","followers","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","tempo","time_signature","valence"
"2240","Nothing","156zRgKOtm3Q3e2XV6UYjy","26bcq2nyj5GB7uRr558iQg","Eye of the Tiger - 2006 Master",2006,"Survivor","album rock",981434,0.172,0.783,255827,0.573,3.03e-05,5,0.193,-9.135,0,108.987,4,0.513
"2241","Nothing","0kly0FygSDXVbvbXxsZ31S","26bcq2nyj5GB7uRr558iQg","High on You",1984,"Survivor","album rock",981434,0.398,0.659,248200,0.714,1.15e-05,7,0.174,-9.811,1,125.152,4,0.871
"2242","Nothing","6rt4FH5qFgXGmyhgKmlJcL","26bcq2nyj5GB7uRr558iQg","Is This Love",1986,"Survivor","album rock",981434,0.557,0.679,222560,0.772,0,3,0.0338,-8.946,1,118.129,4,0.749
"2243","Nothing","0r02aCNepGuuVHQfG0v1jB","26bcq2nyj5GB7uRr558iQg","The Moment Of The Truth",1984,"Survivor","album rock",981434,0.132,0.679,224773,0.802,0.00107,2,0.243,-8.488,1,138.881,4,0.483
"2244","Nothing","6r5h8cd0KxcnrC9QX3Epj9","26bcq2nyj5GB7uRr558iQg","Man Against the World",1986,"Survivor","album rock",981434,0.495,0.622,214173,0.416,0,5,0.334,-9.359,1,97.471,4,0.239
"2245","Nothing","78TTtXnFQPzwqlbtbwqN0y","4STHEaNw4mPZ2tzheohgXB","FourFiveSeconds",2015,"Paul McCartney","beatlesque",4401949,0.875,0.582,188238,0.272,0,2,0.13,-5.662,1,205.846,4,0.354
"2246","Nothing","6ySVa9OQidAvnEk9O0w2qR","4STHEaNw4mPZ2tzheohgXB","Band On The Run",1987,"Paul McCartney","beatlesque",4401949,0.0552,0.468,309333,0.444,0.000331,0,0.285,-13.822,1,125.564,4,0.668
"2247","Nothing","2p5YsiLsdmFlBtJOmFXDDj","4STHEaNw4mPZ2tzheohgXB","Live And Let Die - Live",2003,"Paul McCartney","beatlesque",4401949,0.358,0.242,185000,0.929,0.00172,7,0.973,-3.126,1,150.376,4,0.232
"2248","Nothing","1Qa0Y05al633fG8f9Peytc","4STHEaNw4mPZ2tzheohgXB","Maybe I’m Amazed - 2011 Remaster",1970,"Paul McCartney","beatlesque",4401949,0.387,0.471,229827,0.494,0.0944,7,0.617,-10.407,1,79.255,4,0.373
"2249","Nothing","28kOGtTZzbfQ8fMmTwjRFq","4STHEaNw4mPZ2tzheohgXB","The Kiss Of Venus (Dominic Fike)",2021,"Paul McCartney","beatlesque",4401949,0.627,0.715,143531,0.374,0,8,0.11,-6.665,1,89.982,4,0.633
"2250","Nothing","1db0gbTSKdRQum8VlbNkiO","4STHEaNw4mPZ2tzheohgXB","Say Say Say - Remastered 2015",1983,"Paul McCartney","beatlesque",4401949,0.115,0.822,235693,0.686,0.000982,10,0.0463,-10.456,0,117.743,4,0.828
"2251","Nothing","2rBXlEHLGfb6bZgMCay4am","4STHEaNw4mPZ2tzheohgXB","My Love",1987,"Paul McCartney","beatlesque",4401949,0.563,0.434,248627,0.296,0.0147,5,0.0801,-17.021,1,60.003,4,0.117
"2252","Nothing","2xq2soFR5DYGYZ2c4avHkv","4STHEaNw4mPZ2tzheohgXB","Jet",1987,"Paul McCartney","beatlesque",4401949,0.00268,0.489,246773,0.561,0.055,9,0.0961,-14.351,1,128.895,4,0.417
"2253","Nothing","3fVSMbeq8tY3G85yxcJwRU","4STHEaNw4mPZ2tzheohgXB","Ebony And Ivory - Remixed 2015",1982,"Paul McCartney","beatlesque",4401949,0.0784,0.567,226267,0.692,0,4,0.0338,-7.881,1,160.697,4,0.708
"2254","Nothing","4w9Uex2WJC3QCawt8vLM05","4STHEaNw4mPZ2tzheohgXB","Junk - 2011 Remaster",1970,"Paul McCartney","beatlesque",4401949,0.814,0.712,115293,0.0862,0.000259,9,0.191,-17.696,1,90.666,3,0.315
"2255","Nothing","2eF8pWbiivYsYRpbntYsnc","7guDJrEfX3qb6FEbdPA5qi","Signed, Sealed, Delivered (I'm Yours)",1970,"Stevie Wonder","motown",6119476,0.0534,0.675,161160,0.597,0,5,0.0986,-11.329,1,108.875,4,0.828
"2256","Nothing","6RNDeRnWsRMjPdNVgupZCs","7guDJrEfX3qb6FEbdPA5qi","I Just Called To Say I Love You",1999,"Stevie Wonder","motown",6119476,0.243,0.748,262240,0.551,1.57e-06,1,0.0943,-9.054,1,113.535,4,0.65
"2257","Nothing","1h2xVEoJORqrg71HocgqXd","7guDJrEfX3qb6FEbdPA5qi","Superstition - Single Version",2002,"Stevie Wonder","motown",6119476,0.038,0.633,245493,0.634,0.0064,8,0.0385,-12.115,1,100.499,4,0.872
"2258","Nothing","4kP69y3GKHi9tXckfgp4bK","7guDJrEfX3qb6FEbdPA5qi","For Once In My Life",1968,"Stevie Wonder","motown",6119476,0.195,0.524,169800,0.519,0,6,0.523,-11.903,1,110.121,4,0.847
"2259","Nothing","4pNiE4LCVV74vfIBaUHm1b","7guDJrEfX3qb6FEbdPA5qi","Sir Duke",1976,"Stevie Wonder","motown",6119476,0.16,0.588,232760,0.568,0,6,0.0792,-9.766,1,106.938,4,0.952
"2260","Nothing","0n2pjCIMKwHSXoYfEbYMfX","7guDJrEfX3qb6FEbdPA5qi","You Are The Sunshine Of My Life",1972,"Stevie Wonder","motown",6119476,0.823,0.519,178200,0.46,5.97e-05,11,0.243,-14.53,1,132.082,4,0.675
"2261","Nothing","0Dm43YLUlGdePpSbI1ct8h","7guDJrEfX3qb6FEbdPA5qi","Part-Time Lover",1985,"Stevie Wonder","motown",6119476,0.165,0.662,252560,0.624,0,10,0.0674,-13.606,0,174.513,4,0.961
"2262","Nothing","3NlLmKBJozwoi0k03Feb1N","7guDJrEfX3qb6FEbdPA5qi","Isn't She Lovely",2002,"Stevie Wonder","motown",6119476,0.202,0.747,199387,0.692,3.39e-05,1,0.0698,-8.956,0,118.698,4,0.904
"2263","Nothing","4N0TP4Rmj6QQezWV88ARNJ","7guDJrEfX3qb6FEbdPA5qi","Superstition",1972,"Stevie Wonder","motown",6119476,0.0598,0.611,266133,0.578,0.0219,1,0.0983,-14.171,1,100.625,4,0.884
"2264","Nothing","13vqqi30qvTpWVC9JSC2aM","7guDJrEfX3qb6FEbdPA5qi","That's What Friends Are For",2017,"Stevie Wonder","motown",6119476,0.326,0.673,255760,0.324,1.64e-06,0,0.0767,-12.513,0,119.894,4,0.162
"2265","Nothing","7jWbXvrgdbkajU8L28ahn5","5W5bDNCqJ1jbCgTxDD0Cb3","Highwayman",1985,"Willie Nelson","classic country pop",1947816,0.48,0.67,182653,0.351,0.0176,2,0.115,-16.842,1,101.384,4,0.45
"2266","Nothing","7nVQ8mo77KaUvhUQzh4vMy","5W5bDNCqJ1jbCgTxDD0Cb3","Mammas Don't Let Your Babies Grow up to Be Cowboys",1978,"Willie Nelson","classic country pop",1947816,0.623,0.363,152867,0.361,0.00119,9,0.154,-14.398,1,187.711,3,0.612
"2267","Nothing","0WLGfBDAhXMezB584iDHrX","5W5bDNCqJ1jbCgTxDD0Cb3","Beer For My Horses",2008,"Willie Nelson","classic country pop",1947816,0.36,0.708,210627,0.89,0,10,0.0471,-3.262,1,119.034,4,0.834
"2268","Nothing","74ft1k0SgskENu7H61ZXdB","5W5bDNCqJ1jbCgTxDD0Cb3","On the Road Again - Live at Austin, Texas - Fall 1979",2008,"Willie Nelson","classic country pop",1947816,0.588,0.709,152707,0.729,0.0757,4,0.816,-8.567,1,111.138,4,0.763
"2269","Nothing","5iis9J2sptrUy0VIpFVIg1","5W5bDNCqJ1jbCgTxDD0Cb3","Roll Me Up and Smoke Me When I Die - Live",2020,"Willie Nelson","classic country pop",1947816,0.0713,0.427,134267,0.813,0.109,0,0.873,-9.02,1,106.859,3,0.344
"2270","Nothing","2xYQTU2bbg6WVAmpY1eae4","5W5bDNCqJ1jbCgTxDD0Cb3","Always On My Mind",1982,"Willie Nelson","classic country pop",1947816,0.755,0.524,212667,0.261,0.00105,2,0.144,-13.868,1,73.36,4,0.201
"2271","Nothing","38jwN2vvBU7CjrySrZ9t35","5W5bDNCqJ1jbCgTxDD0Cb3","Good Hearted Woman",1972,"Willie Nelson","classic country pop",1947816,0.397,0.464,179427,0.614,0.0035,2,0.109,-11.073,1,109.704,4,0.736
"2272","Nothing","2hckAvL66faAcR0Fk64hj6","5W5bDNCqJ1jbCgTxDD0Cb3","Pancho and Lefty",1981,"Willie Nelson","classic country pop",1947816,0.796,0.693,287627,0.454,0.000154,2,0.143,-12.44,1,122.641,4,0.54
"2273","Nothing","2uRVPeQbsEpRQD0DKr1WTo","5W5bDNCqJ1jbCgTxDD0Cb3","Blue Eyes Crying In the Rain",1975,"Willie Nelson","classic country pop",1947816,0.928,0.626,138600,0.04,0.00178,4,0.11,-19.994,1,117.136,4,0.418
"2274","Nothing","4REjaHRPmVb7btssqChJSy","5W5bDNCqJ1jbCgTxDD0Cb3","American Remains",1990,"Willie Nelson","classic country pop",1947816,0.47,0.684,247000,0.495,6.98e-05,10,0.157,-13.877,0,101.999,4,0.528
"2275","Nothing","0QKfiqpEU4h9ycPSzIFwYe","771qBvjnXOH9Azr6lKy6FB","Maniac",1983,"Michael Sembello","hi-nrg",77926,0.0891,0.617,244707,0.533,4.04e-06,3,0.0415,-11.516,0,158.86,4,0.835
"2276","Nothing","2zzUgV2oqMSkCLAOnRX83f","771qBvjnXOH9Azr6lKy6FB","Maniac - 80s Flashback Dance Fitness",2012,"Michael Sembello","hi-nrg",77926,0.0974,0.59,238787,0.725,0,6,0.224,-7.106,1,156.036,4,0.528
"2277","Nothing","3Btvoa7mQxKmlu1cYFqgHu","771qBvjnXOH9Azr6lKy6FB","Maniac - Re-Recorded",2013,"Michael Sembello","hi-nrg",77926,0.00482,0.637,259135,0.73,0.000449,3,0.0251,-7.368,0,157.202,4,0.83
"2278","Nothing","1ybACzVg8SO5GStv40b60o","771qBvjnXOH9Azr6lKy6FB","Automatic Man",1983,"Michael Sembello","hi-nrg",77926,0.00564,0.728,251453,0.993,6.61e-06,11,0.375,-6.262,0,128.629,4,0.554
"2279","Nothing","4dLfmKaIXwqyoTFqbuo9JP","771qBvjnXOH9Azr6lKy6FB","Maniac",2017,"Michael Sembello","hi-nrg",77926,0.0161,0.68,158280,0.687,0.876,3,0.0693,-6.815,0,125,4,0.631
"2280","Nothing","3tITWvOeZOxNloFqG0vpCi","771qBvjnXOH9Azr6lKy6FB","Puerto Rico",1988,"Michael Sembello","hi-nrg",77926,0.266,0.486,308333,0.54,3.94e-06,9,0.0444,-14.488,0,110.489,4,0.62
"2281","Nothing","3btg7IqDRblzmxzJSM3Uvy","771qBvjnXOH9Azr6lKy6FB","It's Over",1983,"Michael Sembello","hi-nrg",77926,0.0658,0.734,294813,0.568,7.44e-06,7,0.0827,-8.213,1,99.562,4,0.658
"2282","Nothing","5kqxUX1yckze08WkOAkFam","771qBvjnXOH9Azr6lKy6FB","First Time",1983,"Michael Sembello","hi-nrg",77926,0.151,0.735,182613,0.746,0,9,0.0362,-5.612,1,115.394,4,0.962
"2283","Nothing","1Ldxc5a4G0pb7I1ds0hJBK","771qBvjnXOH9Azr6lKy6FB","What You Really Want (Bonus Track)",2003,"Michael Sembello","hi-nrg",77926,0.0151,0.62,266347,0.851,0.272,0,0.12,-6.011,1,126.005,4,0.687
"2284","Nothing","1UNQPIDLElZUJJmiEDYkuN","771qBvjnXOH9Azr6lKy6FB","Maniac - Re-Recorded - Slowed + Reverb",2023,"Michael Sembello","hi-nrg",77926,0.067,0.685,345550,0.677,0.0341,10,0.0736,-9.459,0,117.899,4,0.648
"2285","Nothing","1JSTJqkT5qHq8MDJnJbRE1","5NGO30tJxFlKixkPSgXcFE","Every Breath You Take",1983,"The Police","album rock",5466220,0.543,0.82,253920,0.452,0.00294,1,0.0714,-9.796,1,117.401,4,0.74
"2286","Nothing","3EYOJ48Et32uATr9ZmLnAo","5NGO30tJxFlKixkPSgXcFE","Roxanne",1978,"The Police","album rock",5466220,0.0384,0.618,191947,0.748,4.1e-06,0,0.0473,-8.905,1,134.114,4,0.663
"2287","Nothing","1oYYd2gnWZYrt89EBXdFiO","5NGO30tJxFlKixkPSgXcFE","Message In A Bottle",1979,"The Police","album rock",5466220,0.0338,0.577,290280,0.808,1.33e-05,1,0.221,-7.04,0,151.008,4,0.869
"2288","Nothing","44aTAUBF0g6sMkMNE8I5kd","5NGO30tJxFlKixkPSgXcFE","Every Little Thing She Does Is Magic",1981,"The Police","album rock",5466220,0.121,0.558,260573,0.768,0.0626,2,0.124,-9.997,1,81.909,4,0.429
"2289","Nothing","5veJDT0MLsLbhYsx42GXUD","5NGO30tJxFlKixkPSgXcFE","Don't Stand So Close To Me",1980,"The Police","album rock",5466220,0.0453,0.799,242667,0.506,0.00107,2,0.0365,-9.414,1,140.309,4,0.518
"2290","Nothing","2wnsBaxrmkthIFAm6vqCuX","5NGO30tJxFlKixkPSgXcFE","So Lonely",1978,"The Police","album rock",5466220,0.0123,0.541,289587,0.571,1.55e-06,7,0.0933,-8.308,1,77.335,4,0.73
"2291","Nothing","62uLNJgVZaFiEiKV4LpoYJ","5NGO30tJxFlKixkPSgXcFE","Walking On The Moon",1979,"The Police","album rock",5466220,0.00142,0.514,300827,0.34,0.0173,0,0.213,-12.779,1,145.992,4,0.269
"2292","Nothing","0yJvWbn8xQKiDZ84VN5lQG","5NGO30tJxFlKixkPSgXcFE","De Do Do Do, De Da Da Da",1980,"The Police","album rock",5466220,0.06,0.78,247293,0.523,0.0629,9,0.24,-8.884,1,147.86,4,0.855
"2293","Nothing","6DjKJgwe9c90Bd2iya0fre","5NGO30tJxFlKixkPSgXcFE","Can't Stand Losing You",1978,"The Police","album rock",5466220,0.0701,0.737,178760,0.789,0.000933,2,0.0518,-5.299,0,141.969,4,0.891
"2294","Nothing","1V15l05snHYHYVxerjMFGo","5NGO30tJxFlKixkPSgXcFE","King Of Pain",1983,"The Police","album rock",5466220,0.389,0.518,299040,0.725,0.000192,2,0.0671,-8.854,1,124.151,4,0.646
"2295","Nothing","7J1uxwnxfQLu4APicE5Rnj","3fMbdgg4jU18AjLCKBhRSm","Billie Jean",1982,"Michael Jackson","r&b",27283785,0.0173,0.932,294227,0.457,0.0436,11,0.0414,-9.62,0,117.002,4,0.884
"2296","Nothing","3BovdzfaX4jb5KFQwoPfAw","3fMbdgg4jU18AjLCKBhRSm","Beat It",1982,"Michael Jackson","r&b",27283785,0.0242,0.776,258400,0.711,0.000353,3,0.234,-9.03,0,138.728,4,0.901
"2297","Nothing","5T7ywazdGIydr6JCW6t02j","3fMbdgg4jU18AjLCKBhRSm","Smooth Criminal - 2012 Remaster",1987,"Michael Jackson","r&b",27283785,0.247,0.853,257760,0.981,0.468,8,0.306,-3.947,1,118.193,4,0.595
"2298","Nothing","5BKKy9fIJL5uM9fz1SnqyP","3fMbdgg4jU18AjLCKBhRSm","Chicago",2014,"Michael Jackson","r&b",27283785,0.0784,0.608,245507,0.756,0,7,0.187,-2.675,0,176.086,4,0.55
"2299","Nothing","7oOOI85fVQvVnK5ynNMdW7","3fMbdgg4jU18AjLCKBhRSm","Rock with You - Single Version",1979,"Michael Jackson","r&b",27283785,0.179,0.808,220627,0.535,9.91e-05,1,0.158,-12.521,1,114.031,4,0.848
"2300","Nothing","2LlQb7Uoj1kKyGhlkBf9aC","3fMbdgg4jU18AjLCKBhRSm","Thriller",1982,"Michael Jackson","r&b",27283785,0.0318,0.771,357800,0.687,0.000225,11,0.89,-9.814,1,118.392,4,0.783
"2301","Nothing","76HKOVWqsEg26SECtmw7Rz","3fMbdgg4jU18AjLCKBhRSm","The Way You Make Me Feel - 2012 Remaster",1987,"Michael Jackson","r&b",27283785,0.0544,0.877,298120,0.854,5.5e-05,1,0.144,-4.523,1,114.472,4,0.54
"2302","Nothing","46eu3SBuFCXWsPT39Yg3tJ","3fMbdgg4jU18AjLCKBhRSm","Don't Stop 'Til You Get Enough",1979,"Michael Jackson","r&b",27283785,0.126,0.878,365467,0.821,0.0461,11,0.183,-9.875,1,118.881,4,0.947
"2303","Nothing","3wuCCNCnBhJlwkIJTBZFiv","3fMbdgg4jU18AjLCKBhRSm","They Don't Care About Us",1995,"Michael Jackson","r&b",27283785,0.205,0.859,284160,0.905,0.00837,0,0.322,-5.539,0,89.946,4,0.731
"2304","Nothing","3c7Ctlw9MKlIQPxRH3fOTt","3fMbdgg4jU18AjLCKBhRSm","Man in the Mirror - 2012 Remaster",1987,"Michael Jackson","r&b",27283785,0.52,0.808,318680,0.812,7.91e-05,8,0.134,-5.012,1,100.331,4,0.269
"2305","Nothing","4giIdAr7Plyu5LQzBOR4FP","3gMaNLQm7D9MornNILzdSl","All Night Long - Single Version",1992,"Lionel Richie","soft rock",3106800,0.152,0.744,260493,0.583,8.54e-05,1,0.0248,-12.595,1,108.794,4,0.851
"2306","Nothing","0ROwoz82DIW4tOzkxYnSjf","3gMaNLQm7D9MornNILzdSl","Stuck On You",1983,"Lionel Richie","soft rock",3106800,0.258,0.522,195133,0.346,0,5,0.114,-15.462,1,131.692,4,0.27
"2307","Nothing","0rt0dZ11FVsvprbarag5tk","3gMaNLQm7D9MornNILzdSl","Endless Love - From ""The Endless Love"" Soundtrack",1992,"Lionel Richie","soft rock",3106800,0.745,0.461,268293,0.275,0.000219,10,0.126,-12.331,1,93.126,4,0.124
"2308","Nothing","17CPezzLWzvGfpZW6X8XT0","3gMaNLQm7D9MornNILzdSl","Say You, Say Me",1986,"Lionel Richie","soft rock",3106800,0.355,0.636,241067,0.405,0,8,0.0804,-11.113,1,128.068,4,0.257
"2309","Nothing","0snPJPxkk0MbTc0xeUvAPt","3gMaNLQm7D9MornNILzdSl","Dancing On The Ceiling",1986,"Lionel Richie","soft rock",3106800,0.12,0.698,270720,0.774,2.26e-06,0,0.394,-8.642,1,133.197,4,0.731
"2310","Nothing","0mHyWYXmmCB9iQyK18m3FQ","3gMaNLQm7D9MornNILzdSl","Hello",1983,"Lionel Richie","soft rock",3106800,0.414,0.487,251107,0.246,0,9,0.0983,-14.104,0,61.084,4,0.0562
"2311","Nothing","7AslBsiVLQAGrmFmi79ZeK","3gMaNLQm7D9MornNILzdSl","Truly",1982,"Lionel Richie","soft rock",3106800,0.646,0.366,200507,0.238,1e-05,1,0.0876,-13.853,1,68.377,4,0.131
"2312","Nothing","7gaQtc0vrSpmRJpSMDiPEk","3gMaNLQm7D9MornNILzdSl","All Night Long (All Night)",1983,"Lionel Richie","soft rock",3106800,0.111,0.716,383440,0.556,0.0076,1,0.0422,-13.917,1,108.828,4,0.8
"2313","Nothing","5jr9YRMgeSKW6845SqWLbK","3gMaNLQm7D9MornNILzdSl","The Only One",1983,"Lionel Richie","soft rock",3106800,0.284,0.691,264733,0.384,0,11,0.0753,-13.64,1,127.866,4,0.558
"2314","Nothing","2c2QM7x721KtNva4g77PIT","3gMaNLQm7D9MornNILzdSl","My Destiny",1992,"Lionel Richie","soft rock",3106800,0.0509,0.738,289800,0.835,0,8,0.0313,-8.056,1,111.609,4,0.867
"2315","Nothing","1JSTJqkT5qHq8MDJnJbRE1","5NGO30tJxFlKixkPSgXcFE","Every Breath You Take",1983,"The Police","album rock",5466220,0.543,0.82,253920,0.452,0.00294,1,0.0714,-9.796,1,117.401,4,0.74
"2316","Nothing","3EYOJ48Et32uATr9ZmLnAo","5NGO30tJxFlKixkPSgXcFE","Roxanne",1978,"The Police","album rock",5466220,0.0384,0.618,191947,0.748,4.1e-06,0,0.0473,-8.905,1,134.114,4,0.663
"2317","Nothing","1oYYd2gnWZYrt89EBXdFiO","5NGO30tJxFlKixkPSgXcFE","Message In A Bottle",1979,"The Police","album rock",5466220,0.0338,0.577,290280,0.808,1.33e-05,1,0.221,-7.04,0,151.008,4,0.869
"2318","Nothing","44aTAUBF0g6sMkMNE8I5kd","5NGO30tJxFlKixkPSgXcFE","Every Little Thing She Does Is Magic",1981,"The Police","album rock",5466220,0.121,0.558,260573,0.768,0.0626,2,0.124,-9.997,1,81.909,4,0.429
"2319","Nothing","5veJDT0MLsLbhYsx42GXUD","5NGO30tJxFlKixkPSgXcFE","Don't Stand So Close To Me",1980,"The Police","album rock",5466220,0.0453,0.799,242667,0.506,0.00107,2,0.0365,-9.414,1,140.309,4,0.518
"2320","Nothing","2wnsBaxrmkthIFAm6vqCuX","5NGO30tJxFlKixkPSgXcFE","So Lonely",1978,"The Police","album rock",5466220,0.0123,0.541,289587,0.571,1.55e-06,7,0.0933,-8.308,1,77.335,4,0.73
"2321","Nothing","62uLNJgVZaFiEiKV4LpoYJ","5NGO30tJxFlKixkPSgXcFE","Walking On The Moon",1979,"The Police","album rock",5466220,0.00142,0.514,300827,0.34,0.0173,0,0.213,-12.779,1,145.992,4,0.269
"2322","Nothing","0yJvWbn8xQKiDZ84VN5lQG","5NGO30tJxFlKixkPSgXcFE","De Do Do Do, De Da Da Da",1980,"The Police","album rock",5466220,0.06,0.78,247293,0.523,0.0629,9,0.24,-8.884,1,147.86,4,0.855
"2323","Nothing","6DjKJgwe9c90Bd2iya0fre","5NGO30tJxFlKixkPSgXcFE","Can't Stand Losing You",1978,"The Police","album rock",5466220,0.0701,0.737,178760,0.789,0.000933,2,0.0518,-5.299,0,141.969,4,0.891
"2324","Nothing","1V15l05snHYHYVxerjMFGo","5NGO30tJxFlKixkPSgXcFE","King Of Pain",1983,"The Police","album rock",5466220,0.389,0.518,299040,0.725,0.000192,2,0.0671,-8.854,1,124.151,4,0.646
"2325","Nothing","7J1uxwnxfQLu4APicE5Rnj","3fMbdgg4jU18AjLCKBhRSm","Billie Jean",1982,"Michael Jackson","r&b",27283785,0.0173,0.932,294227,0.457,0.0436,11,0.0414,-9.62,0,117.002,4,0.884
"2326","Nothing","3BovdzfaX4jb5KFQwoPfAw","3fMbdgg4jU18AjLCKBhRSm","Beat It",1982,"Michael Jackson","r&b",27283785,0.0242,0.776,258400,0.711,0.000353,3,0.234,-9.03,0,138.728,4,0.901
"2327","Nothing","5T7ywazdGIydr6JCW6t02j","3fMbdgg4jU18AjLCKBhRSm","Smooth Criminal - 2012 Remaster",1987,"Michael Jackson","r&b",27283785,0.247,0.853,257760,0.981,0.468,8,0.306,-3.947,1,118.193,4,0.595
"2328","Nothing","5BKKy9fIJL5uM9fz1SnqyP","3fMbdgg4jU18AjLCKBhRSm","Chicago",2014,"Michael Jackson","r&b",27283785,0.0784,0.608,245507,0.756,0,7,0.187,-2.675,0,176.086,4,0.55
"2329","Nothing","7oOOI85fVQvVnK5ynNMdW7","3fMbdgg4jU18AjLCKBhRSm","Rock with You - Single Version",1979,"Michael Jackson","r&b",27283785,0.179,0.808,220627,0.535,9.91e-05,1,0.158,-12.521,1,114.031,4,0.848
"2330","Nothing","2LlQb7Uoj1kKyGhlkBf9aC","3fMbdgg4jU18AjLCKBhRSm","Thriller",1982,"Michael Jackson","r&b",27283785,0.0318,0.771,357800,0.687,0.000225,11,0.89,-9.814,1,118.392,4,0.783
"2331","Nothing","76HKOVWqsEg26SECtmw7Rz","3fMbdgg4jU18AjLCKBhRSm","The Way You Make Me Feel - 2012 Remaster",1987,"Michael Jackson","r&b",27283785,0.0544,0.877,298120,0.854,5.5e-05,1,0.144,-4.523,1,114.472,4,0.54
"2332","Nothing","46eu3SBuFCXWsPT39Yg3tJ","3fMbdgg4jU18AjLCKBhRSm","Don't Stop 'Til You Get Enough",1979,"Michael Jackson","r&b",27283785,0.126,0.878,365467,0.821,0.0461,11,0.183,-9.875,1,118.881,4,0.947
"2333","Nothing","3wuCCNCnBhJlwkIJTBZFiv","3fMbdgg4jU18AjLCKBhRSm","They Don't Care About Us",1995,"Michael Jackson","r&b",27283785,0.205,0.859,284160,0.905,0.00837,0,0.322,-5.539,0,89.946,4,0.731
"2334","Nothing","3c7Ctlw9MKlIQPxRH3fOTt","3fMbdgg4jU18AjLCKBhRSm","Man in the Mirror - 2012 Remaster",1987,"Michael Jackson","r&b",27283785,0.52,0.808,318680,0.812,7.91e-05,8,0.134,-5.012,1,100.331,4,0.269
"2335","Nothing","3ErsOxqe2RmXkR65wkygDz","1zuJe6b1roixEKMOtyrEak","What's Love Got to Do with It - 2015 Remaster",1984,"Tina Turner","new wave pop",3418151,0.254,0.855,230240,0.48,2.16e-05,1,0.151,-8.902,1,97.793,4,0.798
"2336","Nothing","6pPWRBubXOBAHnjl5ZIujB","1zuJe6b1roixEKMOtyrEak","The Best",1989,"Tina Turner","new wave pop",3418151,0.108,0.662,329800,0.737,0.0191,0,0.119,-9.54,1,103.867,4,0.744
"2337","Nothing","4OcJch9ojeaKSu9Ehw6esx","1zuJe6b1roixEKMOtyrEak","Cosas de la Vida (Can't Stop Thinking of You)",2007,"Tina Turner","new wave pop",3418151,0.0946,0.688,289173,0.847,0.000101,4,0.196,-4.055,0,90.019,4,0.66
"2338","Nothing","3Be7CLdHZpyzsVijme39cW","1zuJe6b1roixEKMOtyrEak","What's Love Got to Do with It",2020,"Tina Turner","new wave pop",3418151,0.275,0.75,208156,0.664,0,8,0.0632,-5.908,0,105.023,4,0.617
"2339","Nothing","5LNSHyPAr0qWGapTj54VU1","1zuJe6b1roixEKMOtyrEak","The Best - Edit",1989,"Tina Turner","new wave pop",3418151,0.0341,0.68,253593,0.701,0.00479,0,0.114,-10.46,1,103.789,4,0.824
"2340","Nothing","6gJdDnF2TzfA1WPMXuCa3x","1zuJe6b1roixEKMOtyrEak","Proud Mary",1993,"Tina Turner","new wave pop",3418151,0.0766,0.397,327400,0.499,1.55e-06,2,0.111,-10.972,1,171.067,4,0.367
"2341","Nothing","50XXRUFNjs85P0MjCZ1c9X","1zuJe6b1roixEKMOtyrEak","We Don't Need Another Hero (Thunderdome)",1984,"Tina Turner","new wave pop",3418151,0.2,0.69,255187,0.674,0.00648,8,0.115,-5.866,0,98.85,4,0.714
"2342","Nothing","2TxWkdptNrm2Z0CZfMr3Iq","1zuJe6b1roixEKMOtyrEak","I Don't Wanna Lose You",1989,"Tina Turner","new wave pop",3418151,0.328,0.731,253173,0.7,0,1,0.278,-6.211,1,94.037,4,0.54
"2343","Nothing","5xGsNXXTu545MWoeuFfjxT","1zuJe6b1roixEKMOtyrEak","It's Only Love",1984,"Tina Turner","new wave pop",3418151,0.00993,0.515,194618,0.805,1.57e-05,5,0.419,-4.491,1,101.161,4,0.743
"2344","Nothing","19DVNifOaTnuP0iq1kTqgW","1zuJe6b1roixEKMOtyrEak","Let's Stay Together - 2015 Remaster",1984,"Tina Turner","new wave pop",3418151,0.635,0.671,316747,0.802,0.00069,8,0.119,-5.792,0,104.401,4,0.492
"2345","Nothing","2olVm1lHicpveMAo4AUDRB","7A9yZMTrFZcgEWAX2kBfK6","The Power Of Love",2006,"Huey Lewis & The News","album rock",1451211,0.0964,0.768,234333,0.829,2.92e-05,5,0.097,-5.109,1,118.773,4,0.962
"2346","Nothing","648BMGrt98kUbLo24A4vgj","7A9yZMTrFZcgEWAX2kBfK6","Hip To Be Square",1986,"Huey Lewis & The News","album rock",1451211,0.0025,0.668,245467,0.779,0.000347,9,0.139,-11.089,1,140.873,4,0.963
"2347","Nothing","2cFl7utlqyZjCXN1G5nRvA","7A9yZMTrFZcgEWAX2kBfK6","Stuck With You",1986,"Huey Lewis & The News","album rock",1451211,0.0873,0.704,269573,0.544,1.66e-05,4,0.041,-11.402,0,120.717,4,0.628
"2348","Nothing","43LjRHyyetSWnPpW7CWThG","7A9yZMTrFZcgEWAX2kBfK6","Do You Believe In Love",1982,"Huey Lewis & The News","album rock",1451211,0.0582,0.547,209000,0.636,0,11,0.249,-10.948,1,114.061,4,0.816
